MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,Remote,Degree,Online Courses / Bootcamps,Videos,22,Software Development Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,15,Data Science and Research Roles,Small Organizations,India,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,19,Management and Executive Roles,Medium Organizations,Canada,19.0,Healthcare and Education,X,Employed,"Mobile Development, Web Development, System Programming",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,Brazil,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,20,Software Development Roles,Small Organizations,Peru,20.0,Technology and Information Services,X,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,14,Management and Executive Roles,Small Organizations,India,9.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Small Organizations,Norway,12.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,Canada,15.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,22,Software Development Roles,Small Organizations,Germany,17.0,Financial Sector,Y,Employed,Server-Side Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,12,Software Development Roles,Large Organizations,United States of America,8.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,Argentina,15.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,In-person,Some College,Books / Physical Media,Mixed Approaches,4,Data Science and Research Roles,Medium Organizations,United States of America,1.0,Manufacturing Sector,Y,Employed,Server-Side Development,Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Medium Organizations,United States of America,8.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Medium Organizations,Mexico,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Small Organizations,United States of America,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,4,Software Development Roles,Small Organizations,Canada,5.0,Manufacturing Sector,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,18,Software Development Roles,Medium Organizations,United States of America,16.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Medium Organizations,United States of America,11.0,Financial Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,30,Software Development Roles,Medium Organizations,United States of America,30.0,Government and Other Services,X,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Medium Organizations,Italy,8.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,In-person,Degree,Books / Physical Media,Mixed Approaches,30,"Education, Advocacy, and Sales Roles",Medium Organizations,United States of America,48.0,Healthcare and Education,X,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Small Organizations,Uzbekistan,4.0,Technology and Information Services,Y,Employed,Web Development,Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,United States of America,17.0,Financial Sector,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,16,Software Development Roles,Small Organizations,Netherlands,11.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development",Uncategorized
Non-developer,In-person,Degree,Other Online Resources,Documentation,15,Data Science and Research Roles,Small Organizations,United States of America,15.0,Government and Other Services,Y,Not employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,12,Engineering and Operations Roles,Large Organizations,United States of America,10.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Books / Physical Media,Documentation,10,Software Development Roles,Small Organizations,Italy,5.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,16,Software Development Roles,Medium Organizations,Germany,12.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Medium Organizations,United States of America,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,18,Data Science and Research Roles,Small Organizations,Sri Lanka,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,Data Science and Research Roles,Large Organizations,United States of America,2.0,Financial Sector,Z,Employed,"Server-Side Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,28,Software Development Roles,Medium Organizations,Romania,28.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Mixed Approaches,17,Software Development Roles,Small Organizations,Mongolia,17.0,Financial Sector,Y,Not employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,12,Data Science and Research Roles,Small Organizations,Canada,4.0,Government and Other Services,Y,Employed,"Server-Side Development, System Programming",Backend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,37,Management and Executive Roles,Small Organizations,Canada,29.0,Manufacturing Sector,X,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Medium Organizations,New Zealand,5.0,Government and Other Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,3,Data Science and Research Roles,Medium Organizations,Argentina,3.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,3,Software Development Roles,Small Organizations,Hong Kong (S.A.R.),6.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
